id,author,description,guid,to,likecount,link,pubdate,replycount,title,authorChannelUrl,
970,"ootmaster1","@Zedetnik yes.. Unironically governments fault..... What is the solution?","UgzzREx3ytrQjmITru94AaABAg.9TdYylh0SRV9TdlhaJd77K","Zedetnik",1,"https://www.youtube.com/watch?v=O-tJNuHqHW8&t=38s&ab_channel=PragerU&lc=UgzzREx3ytrQjmITru94AaABAg.9TdYylh0SRV9TdlhaJd77K","2021-10-18 12:03:31",0,"@Zedetnik yes.. Unironically governments fault..... What is the solution?","http://www.youtube.com/channel/UChME-wDGibj1NpPIhUfeO0g",
971,"Zedetnik","@ootmaster1 Why do the companies and corporations go overseas? Because of the PROFIT. That\'s the point, they\'re unwilling to sacrifice a single penny, not even if that helps people to find a job and live a decent life. Is government regulation to blame for that?","UgzzREx3ytrQjmITru94AaABAg.9TdYylh0SRV9Tdhme82JDf","Zedetnik",0,"https://www.youtube.com/watch?v=O-tJNuHqHW8&t=38s&ab_channel=PragerU&lc=UgzzREx3ytrQjmITru94AaABAg.9TdYylh0SRV9Tdhme82JDf","2021-10-18 11:29:15",0,"@ootmaster1 Why do the companies and corporations go overseas? Because of the PROFIT. That\'s the point, they\'re unwilling to sacrifice a single penny, not even if that helps people to find a job and live a decent life. Is government regulation to blame for that?","http://www.youtube.com/channel/UCdC_MsqnvIiqegXy4MkVatQ",
972,"Mike Get","@ootmaster1 // you can not reason with a lefty","UgzzREx3ytrQjmITru94AaABAg.9TdYylh0SRV9TdexiVO4aS","Zedetnik",1,"https://www.youtube.com/watch?v=O-tJNuHqHW8&t=38s&ab_channel=PragerU&lc=UgzzREx3ytrQjmITru94AaABAg.9TdYylh0SRV9TdexiVO4aS","2021-10-18 11:04:33",0,"@ootmaster1 // you can not reason with a lefty","http://www.youtube.com/channel/UCsNcoXDi8I1OdcrPyVjIgIA",
973,"ootmaster1","@Zedetnik seriously, how would yo udo that? government regulation has made it more expensive to work, build, and pay... How do you fix this? more government regulation? or less?","UgzzREx3ytrQjmITru94AaABAg.9TdYylh0SRV9TdeCoySFNZ","Zedetnik",1,"https://www.youtube.com/watch?v=O-tJNuHqHW8&t=38s&ab_channel=PragerU&lc=UgzzREx3ytrQjmITru94AaABAg.9TdYylh0SRV9TdeCoySFNZ","2021-10-18 10:58:01",0,"@Zedetnik seriously, how would yo udo that? government regulation has made it more expensive to work, build, and pay... How do you fix this? more government regulation? or less?","http://www.youtube.com/channel/UChME-wDGibj1NpPIhUfeO0g",
974,"ootmaster1","@Zedetnik so how do you do that my dude?","UgzzREx3ytrQjmITru94AaABAg.9TdYylh0SRV9Tde3JRO34C","Zedetnik",1,"https://www.youtube.com/watch?v=O-tJNuHqHW8&t=38s&ab_channel=PragerU&lc=UgzzREx3ytrQjmITru94AaABAg.9TdYylh0SRV9Tde3JRO34C","2021-10-18 10:56:43",0,"@Zedetnik so how do you do that my dude?","http://www.youtube.com/channel/UChME-wDGibj1NpPIhUfeO0g",
975,"Mike Get","@Zedetnik // bullcrap again","UgzzREx3ytrQjmITru94AaABAg.9TdYylh0SRV9TddwL0Fm6I","Zedetnik",1,"https://www.youtube.com/watch?v=O-tJNuHqHW8&t=38s&ab_channel=PragerU&lc=UgzzREx3ytrQjmITru94AaABAg.9TdYylh0SRV9TddwL0Fm6I","2021-10-18 10:55:38",0,"@Zedetnik // bullcrap again","http://www.youtube.com/channel/UCsNcoXDi8I1OdcrPyVjIgIA",
976,"Zedetnik","@ootmaster1 I don\'t know... Maybe give people work, build infrastructure and pay fair wages IN THEIR OWN COUNTRY? But wait, oh yes, the video explicitly claims that profit must be above else...","UgzzREx3ytrQjmITru94AaABAg.9TdYylh0SRV9TddhQS6lmi","Zedetnik",0,"https://www.youtube.com/watch?v=O-tJNuHqHW8&t=38s&ab_channel=PragerU&lc=UgzzREx3ytrQjmITru94AaABAg.9TdYylh0SRV9TddhQS6lmi","2021-10-18 10:53:36",0,"@ootmaster1 I don\'t know... Maybe give people work, build infrastructure and pay fair wages IN THEIR OWN COUNTRY? But wait, oh yes, the video explicitly claims that profit must be above else...","http://www.youtube.com/channel/UCdC_MsqnvIiqegXy4MkVatQ",
977,"Zedetnik","@Mike Get You must feel terrible knowing you\'re always wrong","UgzzREx3ytrQjmITru94AaABAg.9TdYylh0SRV9TddV4OHSGq","Zedetnik",0,"https://www.youtube.com/watch?v=O-tJNuHqHW8&t=38s&ab_channel=PragerU&lc=UgzzREx3ytrQjmITru94AaABAg.9TdYylh0SRV9TddV4OHSGq","2021-10-18 10:51:46",0,"@Mike Get You must feel terrible knowing you\'re always wrong","http://www.youtube.com/channel/UCdC_MsqnvIiqegXy4MkVatQ",
978,"ootmaster1",""" the fact that sneakers are made overseas in 3rd world countries with no workers rights, child labor and inexistent pollution regulations."" riiight, so the solution to companies offshoring because of government regulation would be what exactly?","UgzzREx3ytrQjmITru94AaABAg.9TdYylh0SRV9TddPv6D2Tk","Zedetnik",1,"https://www.youtube.com/watch?v=O-tJNuHqHW8&t=38s&ab_channel=PragerU&lc=UgzzREx3ytrQjmITru94AaABAg.9TdYylh0SRV9TddPv6D2Tk","2021-10-18 10:51:04",0,""" the fact that sneakers are made overseas in 3rd world countries with no workers rights, child labor and inexistent pollution regulations."" riiight, so the solution to companies offshoring because of government regulation would be what exactly?","http://www.youtube.com/channel/UChME-wDGibj1NpPIhUfeO0g",
979,"Mike Get","@Zedetnik // bullcrap is always wrong","UgzzREx3ytrQjmITru94AaABAg.9TdYylh0SRV9TdcbajQK_s","Zedetnik",0,"https://www.youtube.com/watch?v=O-tJNuHqHW8&t=38s&ab_channel=PragerU&lc=UgzzREx3ytrQjmITru94AaABAg.9TdYylh0SRV9TdcbajQK_s","2021-10-18 10:44:03",0,"@Zedetnik // bullcrap is always wrong","http://www.youtube.com/channel/UCsNcoXDi8I1OdcrPyVjIgIA",
980,"Zedetnik","@Mike Get prove me wrong","UgzzREx3ytrQjmITru94AaABAg.9TdYylh0SRV9Tdbi4pAvKS","Zedetnik",0,"https://www.youtube.com/watch?v=O-tJNuHqHW8&t=38s&ab_channel=PragerU&lc=UgzzREx3ytrQjmITru94AaABAg.9TdYylh0SRV9Tdbi4pAvKS","2021-10-18 10:36:12",0,"@Mike Get prove me wrong","http://www.youtube.com/channel/UCdC_MsqnvIiqegXy4MkVatQ",
981,"Mike Get","@Zedetnik // or you are bullcrap","UgzzREx3ytrQjmITru94AaABAg.9TdYylh0SRV9TdbHuswOL4","Zedetnik",0,"https://www.youtube.com/watch?v=O-tJNuHqHW8&t=38s&ab_channel=PragerU&lc=UgzzREx3ytrQjmITru94AaABAg.9TdYylh0SRV9TdbHuswOL4","2021-10-18 10:32:30",0,"@Zedetnik // or you are bullcrap","http://www.youtube.com/channel/UCsNcoXDi8I1OdcrPyVjIgIA",
982,"Mike Get","@Zedetnik // you are full of bullcrap","UgzzREx3ytrQjmITru94AaABAg.9TdYylh0SRV9TdbFHdMm5V","Zedetnik",0,"https://www.youtube.com/watch?v=O-tJNuHqHW8&t=38s&ab_channel=PragerU&lc=UgzzREx3ytrQjmITru94AaABAg.9TdYylh0SRV9TdbFHdMm5V","2021-10-18 10:32:08",0,"@Zedetnik // you are full of bullcrap","http://www.youtube.com/channel/UCsNcoXDi8I1OdcrPyVjIgIA",
983,"Zedetnik","@Mike Get I know, but that\'s Prager bullcrap, not mine","UgzzREx3ytrQjmITru94AaABAg.9TdYylh0SRV9Td_eA-Q2H-","Zedetnik",0,"https://www.youtube.com/watch?v=O-tJNuHqHW8&t=38s&ab_channel=PragerU&lc=UgzzREx3ytrQjmITru94AaABAg.9TdYylh0SRV9Td_eA-Q2H-","2021-10-18 10:18:12",0,"@Mike Get I know, but that\'s Prager bullcrap, not mine","http://www.youtube.com/channel/UCdC_MsqnvIiqegXy4MkVatQ",
984,"Mike Get","Bullcrap","UgzzREx3ytrQjmITru94AaABAg.9TdYylh0SRV9Td_-uDuBUJ","Zedetnik",1,"https://www.youtube.com/watch?v=O-tJNuHqHW8&t=38s&ab_channel=PragerU&lc=UgzzREx3ytrQjmITru94AaABAg.9TdYylh0SRV9Td_-uDuBUJ","2021-10-18 10:12:34",0,"Bullcrap","http://www.youtube.com/channel/UCsNcoXDi8I1OdcrPyVjIgIA",
985,"Alpha Mx","Please americans, don\'t turn America (and the rest of the world) into a Latinamerica... Kindly: A Latinamerican born and living in Mexico.","UgytAhp_JmJqKxvps5x4AaABAg","",0,"https://www.youtube.com/watch?v=O-tJNuHqHW8&t=38s&ab_channel=PragerU&lc=UgytAhp_JmJqKxvps5x4AaABAg","2021-10-18 10:03:22",0,"Please americans, don\'t turn America (and the rest of the world) into a Latinamerica... Kindly: A Latinamerican born and living in Mexico.","http://www.youtube.com/channel/UCFRHGHnpgiRFG_gu0OxnnUQ",
986,"Valstox - Value Stock Extraction","ESG is when money managers use their clients money to fund their own social agendas.   ESG stands for Environmental, Social  Governance. The problem is with the \'G\', Governance.   Why do large corporations operating in free markets want MORE governance? - The governance comes from themselves; control over clients, buddying up with government and regulators, increasing barriers to entry on competitors  CSR marketing ploys.   It\'s the biggest crock since ""Fair Trade Coffee"" - A fair price for the consumer doesn\'t necessarily mean a fair price for the producer.   If you are being sold ESG without personally requesting such investments, take extreme caution.   In a true free market environment, capitalism will focus on profits first  the consumer will command the social change, never the investor.","UgxhChYwsay-2Jh29xh4AaABAg","",1,"https://www.youtube.com/watch?v=O-tJNuHqHW8&t=38s&ab_channel=PragerU&lc=UgxhChYwsay-2Jh29xh4AaABAg","2021-10-18 10:02:10",0,"ESG is when money managers use their clients money to fund their own social agendas.   ESG stands for Environmental, Social  Governance. The problem is with the \'G\', Governance.   Why do large corporations operating in free markets want MORE governance? - The governance comes from themselves; control over clients, buddying up with government and regulators, increasing barriers to entry on competitors  CSR marketing ploys.   It\'s the biggest crock since ""Fair Trade Coffee"" - A fair price for the consumer doesn\'t necessarily mean a fair price for the producer.   If you are being sold ESG without personally requesting such investments, take extreme caution.   In a true free market environment, capitalism will focus on profits first  the consumer will command the social change, never the investor.","http://www.youtube.com/channel/UCz5Idenjb719FQOrmivnTPg",
987,"Chad Disrud","Part of what is not included in this video is the part of investing where I am a customer choosing my investment product. I used to invest in ""blood diamond"" businesses which profited from war torn areas and employing child labor to mine diamonds. I chose to change my investment to other international mining companies as I didn\'t want to assist the other companies. It was my choice to change which product I was purchasing. There is good and bad in business. On one hand, inventors and entrepreneurs pursue making products people want in a competitive environment. On the other hand they often will do any unethical, underhanded thing to out compete and destroy their competition so as to become the only supplier of a product while they increase the price of their product. An example is Walmart. It hires people to investigate how it can destroy local competition in local communities after it moves into a town. It then can set whatever price it wants on products as well as lower salaries to the people who work there as it is primarily concerned about the profits of the Sam Walton family and large investors.","UgyxeooAhsUHZfEf_jV4AaABAg","",2,"https://www.youtube.com/watch?v=O-tJNuHqHW8&t=38s&ab_channel=PragerU&lc=UgyxeooAhsUHZfEf_jV4AaABAg","2021-10-18 10:00:10",0,"Part of what is not included in this video is the part of investing where I am a customer choosing my investment product. I used to invest in ""blood diamond"" businesses which profited from war torn areas and employing child labor to mine diamonds. I chose to change my investment to other international mining companies as I didn\'t want to assist the other companies. It was my choice to change which product I was purchasing. There is good and bad in business. On one hand, inventors and entrepreneurs pursue making products people want in a competitive environment. On the other hand they often will do any unethical, underhanded thing to out compete and destroy their competition so as to become the only supplier of a product while they increase the price of their product. An example is Walmart. It hires people to investigate how it can destroy local competition in local communities after it moves into a town. It then can set whatever price it wants on products as well as lower salaries to the people who work there as it is primarily concerned about the profits of the Sam Walton family and large investors.","http://www.youtube.com/channel/UCclcHfcDVJ7OSJ24JpbYmnw",
988,"Hexagram Z","The Great Reset","UgzDDc8mJLvhVQk67D54AaABAg","",0,"https://www.youtube.com/watch?v=O-tJNuHqHW8&t=38s&ab_channel=PragerU&lc=UgzDDc8mJLvhVQk67D54AaABAg","2021-10-18 09:59:53",0,"The Great Reset","http://www.youtube.com/channel/UCR0GxLb5U48O06nHFckdBZQ",
989,"Edward Gabel","Just another bunch of looters.","UgysznL8vdeiLWgXDSt4AaABAg","",0,"https://www.youtube.com/watch?v=O-tJNuHqHW8&t=38s&ab_channel=PragerU&lc=UgysznL8vdeiLWgXDSt4AaABAg","2021-10-18 09:59:48",0,"Just another bunch of looters.","http://www.youtube.com/channel/UCiEXLmrIE9_UXmQf1GRqr0Q",
990,"Nephi McKnight","Welcome to the New World Order","UgzG7sPf92BnoR55oEV4AaABAg","",0,"https://www.youtube.com/watch?v=O-tJNuHqHW8&t=38s&ab_channel=PragerU&lc=UgzG7sPf92BnoR55oEV4AaABAg","2021-10-18 09:58:32",0,"Welcome to the New World Order","http://www.youtube.com/channel/UC_HjK-YUbejS5A-0bB2OKjg",
991,"mustang607","Capitalism works much better when big tax gobbling, money printing governments are not providing very bad incentives by subsidizing or bailing out their favored even failing businesses.","Ugw7dJmUKa_n1Kehn_B4AaABAg","",1,"https://www.youtube.com/watch?v=O-tJNuHqHW8&t=38s&ab_channel=PragerU&lc=Ugw7dJmUKa_n1Kehn_B4AaABAg","2021-10-18 09:57:57",0,"Capitalism works much better when big tax gobbling, money printing governments are not providing very bad incentives by subsidizing or bailing out their favored even failing businesses.","http://www.youtube.com/channel/UCQ8VQOL0-uU9yZyWL6chI9w",
992,"Hermit Card","Invest on big pharma and reject their jab. The useful idiots who will worship the vaccine will profit you. Just like being sober and responsible and invest on alcohol and gambling so the drunks and gamble addicts you can\'t change make you rich.","UgyrKWQujnRAUdZ5MHt4AaABAg","",0,"https://www.youtube.com/watch?v=O-tJNuHqHW8&t=38s&ab_channel=PragerU&lc=UgyrKWQujnRAUdZ5MHt4AaABAg","2021-10-18 09:56:54",0,"Invest on big pharma and reject their jab. The useful idiots who will worship the vaccine will profit you. Just like being sober and responsible and invest on alcohol and gambling so the drunks and gamble addicts you can\'t change make you rich.","http://www.youtube.com/channel/UCG3kmTs4mSIgsHdCZRfzVCA",
993,"Jack Capone","Funny thing is...the companies that are not profitable will fail when competing against those that do. To quote the great Milton Friedman regarding capitalism ""When you find a system that has done more good for more people let me know.""","UgyuqZm0C_IL_nX6WhJ4AaABAg","",174,"https://www.youtube.com/watch?v=O-tJNuHqHW8&t=38s&ab_channel=PragerU&lc=UgyuqZm0C_IL_nX6WhJ4AaABAg","2021-10-18 09:55:03",21,"Funny thing is...the companies that are not profitable will fail when competing against those that do. To quote the great Milton Friedman regarding capitalism ""When you find a system that has done more good for more people let me know.""","http://www.youtube.com/channel/UCQA1qfH3-LtxuC43jhAAVjg",
994,"jomiloju ayodele","@Vincent Cedric - ffs Norway isn\'t socialist they\'re actually hyper capitalist with good welfare, Norway is literally more capitalist than America, The only reason they can sustain the welfare is because of the hyper capitalism","UgyuqZm0C_IL_nX6WhJ4AaABAg.9TdY-gR6_Jm9U8-UnH0EpN","Jack Capone",0,"https://www.youtube.com/watch?v=O-tJNuHqHW8&t=38s&ab_channel=PragerU&lc=UgyuqZm0C_IL_nX6WhJ4AaABAg.9TdY-gR6_Jm9U8-UnH0EpN","2021-10-30 15:09:10",0,"@Vincent Cedric - ffs Norway isn\'t socialist they\'re actually hyper capitalist with good welfare, Norway is literally more capitalist than America, The only reason they can sustain the welfare is because of the hyper capitalism","http://www.youtube.com/channel/UChlXgqN3FZ648jxqmTtky-w",
995,"Stephania Ilkova","@Vincent Cedric - dear, I have lived long enough in socialusm to know that it DOES NOT WORK. ..AT ALL. Economically, it\'s devastatig, complete shite and morally, it destroys the very foundations of the society.","UgyuqZm0C_IL_nX6WhJ4AaABAg.9TdY-gR6_Jm9Tw8GyA8FgY","Jack Capone",0,"https://www.youtube.com/watch?v=O-tJNuHqHW8&t=38s&ab_channel=PragerU&lc=UgyuqZm0C_IL_nX6WhJ4AaABAg.9TdY-gR6_Jm9Tw8GyA8FgY","2021-10-25 15:15:47",0,"@Vincent Cedric - dear, I have lived long enough in socialusm to know that it DOES NOT WORK. ..AT ALL. Economically, it\'s devastatig, complete shite and morally, it destroys the very foundations of the society.","http://www.youtube.com/channel/UCXmngjU4vCTZwgfr5qthbSg",
996,"Barney Cserepka","Back when I was younger there was a a Christian organization that created an ethical investment. Where they chose to put their money in companies that they felt were not doing unethical dealings. One was investing into manufacturing and Country that was using slave labour or child labour. Number to investing into products that as that generation they felt was unethical and that was into any kind of marijuana cigarettes any kind of narcotic. And much much more in areas similar to the both of these. Unfortunately you have people out there that wanted to create an investment that appear to be the same as an ethical investment but they want to make money off of the naive and ignorant people. Ethical Investments didn\'t worry about the prophet of companies they just worried that the companies would not put money into areas that they felt were unethical. ESG Investments want to tell you that making profit is unethical. Profit is not unethical it\'s just good business practice no company wants to lose it always wants to grow and Gain.","UgyuqZm0C_IL_nX6WhJ4AaABAg.9TdY-gR6_Jm9TvPglbgHk6","Jack Capone",0,"https://www.youtube.com/watch?v=O-tJNuHqHW8&t=38s&ab_channel=PragerU&lc=UgyuqZm0C_IL_nX6WhJ4AaABAg.9TdY-gR6_Jm9TvPglbgHk6","2021-10-25 08:28:46",0,"Back when I was younger there was a a Christian organization that created an ethical investment. Where they chose to put their money in companies that they felt were not doing unethical dealings. One was investing into manufacturing and Country that was using slave labour or child labour. Number to investing into products that as that generation they felt was unethical and that was into any kind of marijuana cigarettes any kind of narcotic. And much much more in areas similar to the both of these. Unfortunately you have people out there that wanted to create an investment that appear to be the same as an ethical investment but they want to make money off of the naive and ignorant people. Ethical Investments didn\'t worry about the prophet of companies they just worried that the companies would not put money into areas that they felt were unethical. ESG Investments want to tell you that making profit is unethical. Profit is not unethical it\'s just good business practice no company wants to lose it always wants to grow and Gain.","http://www.youtube.com/channel/UCvLNJ9zUOlSXZVqtpDUkplg",
